Link,SHORT_URL,DESTINATION_URL
,https://hp.care/virtualagent-printer,https://virtualagent.hpcloud.hp.com/?BotClient=webwidget&BotSubClient=Landing&producttype=printer&Template=Printer_Landing_New&query=&SerialNumber=&P‌L=&ProductNumber=&ProductName=&ProductNameOID=&ProductSeriesName=&ProductSeriesNameOID=&CC=in&LC=en
,https://hp.care/virtualagent-pc,https://virtualagent.hpcloud.hp.com/?BotClient=webwidget&BotSubClient=Landing&producttype=pc&Template=Computer_Landing_New&query=&SerialNumber=&P‌L=&ProductNumber=&ProductName=&ProductNameOID=&ProductSeriesName=&ProductSeriesNameOID=&CC=in&LC=en
,https://hp.care/battery_health,https://support.hp.com/us-en/document/c06465959?openCLC=true
,https://hp.care/whatsappajuda,https://api.whatsapp.com/send?phone=551138788412
,https://hp.care/whatsappayuda,https://api.whatsapp.com/send?phone=525550918056
,https://hp.care/mps_spr,"https://api.whatsapp.com/send?phone=61282784577&text=Welcome to MPS_SPR, please press ""send"" to start"
,https://hp.care/batteryhealth_au,https://support.hp.com/au-en/document/c06465959
,https://hp.care/hk,https://support.hp.com/hk-en/document/c06466368
,https://hp.care/hkc,https://support.hp.com/hk-zh/document/c06488469
,https://hp.care/digital_ID,https://cs-apj.ext.hp.com/digital-support/region_page/whatsApp_IND.html
,https://hp.care/whatsapp-es,https://api.whatsapp.com/send?phone=34912158225
,https://hp.care/whatsapp-ru,http://wa.me/74952213824
,https://hp.care/whatsapp-tr,http://wa.me/902124679114
,https://hp.care/whatsapp-nord,http://wa.me/35316990805
,https://hp.care/whatsapp-it,https://wa.me/390238594619
,https://hp.care/hpinstantinkpt,http://hp.dezide.com/ts/start.jsp?guide=instantink-dgm.net&section=dgm&sfs=ivrEMEA_da&language=pt
,https://hp.care/printwirelesspt,http://hp.dezide.com/ts/start.jsp?guide=Printer_Does_Not_Maintain_Wireless_Connection.net&section=ccweb&sfs=ivrEMEA_nl&language=pt
,https://hp.care/orderstatusit,https://gncpgslbpro1.houston.hp.com/Cso_Status/CsoStatus.aspx?lc=EN&cc=it
,https://hp.care/printwirelessit,http://hp.dezide.com/ts/start.jsp?guide=Printer_Does_Not_Maintain_Wireless_Connection.net&section=ccweb&sfs=ivrEMEA_nl&language=it
,https://hp.care/printwirelesses,http://hp.dezide.com/ts/start.jsp?guide=Printer_Does_Not_Maintain_Wireless_Connection.net&section=ccweb&sfs=ivrEMEA_nl&language=es
,https://hp.care/whatsapp-he,https://api.whatsapp.com/send?phone=97237370083
,https://hp.care/whatsapp-nl,https://api.whatsapp.com/send?phone=31207219604
,https://hp.care/whatsapp-fr,https://api.whatsapp.com/send?phone=33185168064
,https://hp.care/whatsapp-de,https://api.whatsapp.com/send?phone=4970314509132
,https://hp.care/printwireless,http://hp.dezide.com/ts/start.jsp?guide=Printer_Does_Not_Maintain_Wireless_Connection.net&section=ccweb&sfs=ivrEMEA_he&language=he
,https://hp.care/printwirelessnl,http://hp.dezide.com/ts/start.jsp?guide=Printer_Does_Not_Maintain_Wireless_Connection.net&section=ccweb&sfs=ivrEMEA_nl&language=nl
,https://hp.care/printwirelessde,http://hp.dezide.com/ts/start.jsp?guide=Printer_Does_Not_Maintain_Wireless_Connection.net& section=ccweb&sfs=ivrEMEA_de&language=de
,https://hp.care/printwirelessfr,http://hp.dezide.com/ts/start.jsp?guide=Printer_Does_Not_Maintain_Wireless_Connection.net&section=ccweb&sfs=ivrEMEA_fr&language=fr
,https://hp.care/whatsappsms,https://wa.me/442076602212
,https://hp.care/HPNLFB,http://m.me/HPNederland
,https://hp.care/hpinstantinkfi,http://hp.dezide.com/ts/start.jsp?guide=instantink-dgm.net&section=dgm&sfs=ivrEMEA_fi&language=fi
,https://hp.care/hpinstantinkno,http://hp.dezide.com/ts/start.jsp?guide=instantink-dgm.net&section=dgm&sfs=ivrEMEA_no&language=no
,https://hp.care/hpinstantinksv,http://hp.dezide.com/ts/start.jsp?guide=instantink-dgm.net&section=dgm&sfs=ivrEMEA_sv&language=sv
,https://hp.care/hpinstantinkda,http://hp.dezide.com/ts/start.jsp?guide=instantink-dgm.net&section=dgm&sfs=ivrEMEA_da&language=da
,https://hp.care/hpinstantinknl,http://hp.dezide.com/ts/start.jsp?guide=instantink-dgm.net&section=dgm&sfs=ivrEMEA_nl&language=nl
,https://hp.care/hpinstantinkes,http://hp.dezide.com/ts/start.jsp?guide=instantink-dgm.net&section=dgm&sfs=ivrEMEA_es&language=es
,https://hp.care/hpinstantinkit,http://hp.dezide.com/ts/start.jsp?guide=instantink-dgm.net&section=dgm&sfs=ivrEMEA_it&language=it
,https://hp.care/hpinstantinkde,http://hp.dezide.com/ts/start.jsp?guide=instantink-dgm.net&section=dgm&sfs=ivrEMEA_de&language=de
,https://hp.care/hpinstantinkfr,http://hp.dezide.com/ts/start.jsp?guide=instantink-dgm.net&section=dgm&sfs=ivrEMEA_fr&language=fr
,https://hp.care/hpvainwa,https://virtualagent.hpcloud.hp.com/?botclient=social&botsubclient=whatsapp?src=hpvainwa
,https://hp.care/FRforumregister,https://h30478.www3.hp.com/plugins/common/feature/oauth2sso/sso_login_redirect?referer=https://h30478.www3.hp.com/
,https://hp.care/HPSAITFB,http://m.me/HPItalia?src=hpsaitfb
,https://hp.care/HPCSITFB,http://m.me/HPItalia?src=hpcsnlfb
,http://hp.care/JPNFBTabSCM,https://mycrm.support.hp.com/ja-JP/create-case/
,http://hp.care/TWFBTabWin10FAQ,https://support.hp.com/tw-zh/document/c04746693
,http://hp.care/TWFBTabChatSupport,https://support.hp.com/tw-zh/contact-hp
,http://hp.care/HKFBTabChatSupport,https://support.hp.com/hk-en/contact-hp
,http://hp.care/NZSprocketFBMsg,https://www.messenger.com/login.php?next=https://www.messenger.com/t/HPNewZealand?src=NZSprocket
,http://hp.care/AUSprocketFBMsg,https://www.messenger.com/login.php?next=https://www.messenger.com/t/HPAustralia?src=AUSprocket
,http://hp.care/SGSprocketFBMsg,https://www.messenger.com/login.php?next=https://www.messenger.com/t/HPSingapore?src=SGSprocket
,http://hp.care/HPSANLFB,http://m.me/hpnederland?src=hpsanlfb
,http://hp.care/HPCSNLFB,http://m.me/hpnederland?src=hpcsnlfb
,http://hp.care/HPCSUSPRFB,https://www.messenger.com/t/2411613949064538?src=hpcsusprfb
,http://hp.care/HPCSUSPCFB,https://www.messenger.com/t/2411613949064538?src=hpcsuspcfb
,http://hp.care/HPSAUSPRFB,https://www.messenger.com/t/2411613949064538?src=hpsausprfb
,http://hp.care/HPSAUSPCFB,https://www.messenger.com/t/2411613949064538?src=hpsauspcfb
,http://hp.care/HPCSSIFB,http://m.me/hpslovenija?hpcssifb
,http://hp.care/HPCSRSFB,http://m.me/hp.srbija?src=hpcsrsfb
,http://hp.care/HPCSHRFB,http://m.me/HPHrvatska?hpcshrfb
,http://hp.care/AIORSP,http://www.m.me/hpsupport?src=aiores
,http://hp.care/HPSATWPC,"https://twitter.com/intent/tweet?screen_name=HPSupport&text=[REPLACE THIS TEXT WITH YOUR QUESTION]&hashtags=hpsa,hppc&related=HPSupport"
,http://hp.care/HPSATWPR,"https://twitter.com/intent/tweet?screen_name=HPSupport&text=[REPLACE THIS TEXT WITH YOUR QUESTION]&hashtags=hpsa,hpprnt&related=HPSupport"
,http://hp.care/HPCSTWPC,"https://twitter.com/intent/tweet?screen_name=HPSupport&text=[REPLACE THIS TEXT WITH YOUR QUESTION]&hashtags=hpcswus,hppc&related=HPSupport"
,http://hp.care/HPCSTWPR,"https://twitter.com/intent/tweet?screen_name=HPSupport&text=[REPLACE THIS TEXT WITH YOUR QUESTION]&hashtags=hpcswus,hpprnt&related=HPSupport"
,http://hp.care/HPCSFRFB,http://www.m.me/assistancehp?src=hpcsfrfb
,http://hp.care/facebooksoporte,http://www.m.me/tecnicohp?src=facebooksoporte
,http://hp.care/INFBTabPfinder,https://support.hp.com/in-en/products
,http://hp.care/INFBTabGuidedTS,https://support.hp.com/in-en/document/c05195323?src=IndiaGuidedTS
,http://hp.care/INFBTabSelfHelp,https://support.hp.com/in-en/document/c05527808?src=IndiaSelfHelp
,http://hp.care/TWSprocketLine,https://line.me/R/ti/p/a3t_D_0JK0?src=TWSprocketLine
,http://hp.care/GHP,http://www.m.me/hpsupport?src=GoogleHomePrint
,http://hp.care/HKFBTabTCNForums,http://h30471.www3.hp.com/t5/forums/forumpage/board-id/Tchinese?src=HK
,http://hp.care/TWFBTabTCNForums,http://h30471.www3.hp.com/t5/forums/forumpage/board-id/Tchinese?src=TW
,http://hp.care/THFBTabYTVideo,https://www.youtube.com/hpcomputingsupport?src=TH
,http://hp.care/THFBTabSupportOptions,http://support.hp.com/th-th/document/c04790487/
,http://hp.care/THFBTabSVCCTRCheck,http://support.hp.com/th-en/document/c02986377
,http://hp.care/THFBTabHPNearestStore,http://www8.hp.com/th/en/store-finder/index.do
,http://hp.care/THFBTabHPStore,https://www.hpstorethailand.com/th/
,http://hp.care/THFBTabForum,http://h30434.www3.hp.com/?src=TH
,http://hp.care/THFBTabSWD,http://support.hp.com/th-th/drivers
,http://hp.care/THFBTabHPSA,http://www8.hp.com/th/en/campaigns/hpsupportassistant/hpsupport.html#.V-tdrfl96M8
,http://hp.care/THFBTabTechSupport,http://www8.hp.com/th/th/contact-hp/support.html
,http://hp.care/PHFBTabYTVideo,https://www.youtube.com/hpcomputingsupport?src=PH
,http://hp.care/PHFBTabSupportOptions,http://support.hp.com/ph-en/document/c04790487/
,http://hp.care/PHFBTabRepairCheck,https://gncpgslbpro1.houston.hp.com/Cso_Status/CsoStatus.aspx?lc=en&cc=ph
,http://hp.care/PHFBTabHPNearestStore,http://www8.hp.com/ph/en/store-finder/index.do
,http://hp.care/PHFBTabCarepack,http://www8.hp.com/ph/en/business-services/computing-services/care-pack-services.html
,http://hp.care/PHFBTabForum,http://h30434.www3.hp.com/?src=PH
,http://hp.care/PHFBTabSWD,http://support.hp.com/ph-en/drivers
,http://hp.care/PHFBTabHPSA,http://www8.hp.com/ph/en/campaigns/hpsupportassistant/hpsupport.html#.V-tdrfl96M8
,http://hp.care/PHFBTabTechSupport,http://www8.hp.com/ph/en/contact-hp/support.html
,http://hp.care/VNFBTabYTVideo,https://www.youtube.com/hpcomputingsupport?src=VN
,http://hp.care/VNFBTabSupportOptions,http://support.hp.com/vn-en/document/c04790487/
,http://hp.care/VNFBTabSVCCTRCheck,http://support.hp.com/vn-en/document/c02986380
,http://hp.care/VNFBTabHPNearestStore,http://www8.hp.com/vn/en/store-finder/index.do
,http://hp.care/VNFBTabHowToBuy,http://www8.hp.com/vn/en/contact-hp/how-to-buy.html
,http://hp.care/VNFBTabForum,http://h30434.www3.hp.com/?src=VN
,http://hp.care/VNFBTabSWD,http://support.hp.com/vn-en/drivers
,http://hp.care/VNFBTabHPSA,http://www8.hp.com/vn/en/campaigns/hpsupportassistant/hpsupport.html#.V-tdKvl96M8
,http://hp.care/VNFBTabTechSupport,http://www8.hp.com/vn/en/contact-hp/support.html
,http://hp.care/MYFBTabYTVideo,https://www.youtube.com/hpcomputingsupport?src=MY
,http://hp.care/MYFBTabSupportOptions,http://support.hp.com/my-en/document/c04790487/
,http://hp.care/MYFBTabRepairCheck,https://gncpgslbpro1.houston.hp.com/Cso_Status/CsoStatus.aspx?lc=en&cc=my
,http://hp.care/MYFBTabHPNearestStore,http://www8.hp.com/my/en/store-finder/index.do
,http://hp.care/MYFBTabHPStore,http://h20386.www2.hp.com/malaysiastore/
,http://hp.care/MYFBTabForum,http://h30434.www3.hp.com/?src=MY
,http://hp.care/MYFBTabSWD,http://support.hp.com/my-en/drivers
,http://hp.care/MYFBTabHPSA,http://www8.hp.com/my/en/campaigns/hpsupportassistant/hpsupport.html#.V-tdKvl96M8
,http://hp.care/MYFBTabTechSupport,http://www8.hp.com/my/en/contact-hp/support.html
,http://hp.care/IDFBTabYTVideo,https://www.youtube.com/hpcomputingsupport?src=ID
,http://hp.care/IDFBTabSupportOptions,http://support.hp.com/id-en/document/c04790487/
,http://hp.care/IDFBTabSVCCTRCheck,http://support.hp.com/id-en/document/c03740242
,http://hp.care/IDFBTabHPNearestStore,http://www8.hp.com/id/en/store-finder/index.do
,http://hp.care/IDFBTabHPStore,https://www.hpshopping.id/id/
,http://hp.care/IDFBTabForum,http://h30434.www3.hp.com/?src=ID
,http://hp.care/IDFBTabSWD,http://support.hp.com/id-en/drivers
,http://hp.care/IDFBTabHPSA,http://www8.hp.com/id/en/campaigns/hpsupportassistant/hpsupport.html#.V-tdKvl96M8
,http://hp.care/IDFBTabTechSupport,http://www8.hp.com/id/en/contact-hp/support.html
,http://hp.care/HKFBTabYTVideo,https://www.youtube.com/user/hpsupporttaiwan/?src=HK
,http://hp.care/Drivers,https://support.hp.com/us-en/drivers
,http://hp.care/ForumNSR,http://h30434.www3.hp.com/t5/forums/postpage/
,http://hp.care/IIaccount,http://www.m.me/hpsupport?src=IIcustomeraccount
,http://hp.care/InstantInkLP,http://www.m.me/hpsupport?src=IIlandingpage
,http://hp.care/SGFBTabYTVideo,https://www.youtube.com/hpcomputingsupport?src=SG
,http://hp.care/NZFBTabYTVideo,https://www.youtube.com/hpcomputingsupport?src=NZ
,http://hp.care/NZFBTabForum,http://h30434.www3.hp.com/?src=NZ
,http://hp.care/AUFBTabYTVideo,https://www.youtube.com/hpcomputingsupport?src=AU
,http://hp.care/AUFBTabForum,http://h30434.www3.hp.com/?src=AU
,http://hp.care/SGFBTabForum,http://h30434.www3.hp.com/?src=SG
,http://hp.care/HPCSMNSG,https://www.messenger.com/login.php?next=https://www.messenger.com/t/HPSingapore/
,http://hp.care/JPNFBTABLine,http://support.hp.com/jp-ja/document/c04895571?src=JPNFBTabLine
,http://hp.care/KRFBTabKakao,http://support.hp.com/kr-ko/document/c02068647?src=KRFBTabKKT
,http://hp.care/Spectre,http://www.m.me/hpsupport?src=Spectre
,http://hp.care/Omen,http://www.m.me/hpsupport?src=Omen
,http://hp.care/HPCSENFB,https://www.facebook.com/HPSupport?src=hpcsenfb
,http://hp.care/HPCSENTW,https://twitter.com/intent/tweet?screen_name=HPSupport&text=[ASK YOUR QUESTION HERE]&hashtags=HPCSENTW&related=HPSupport
,http://hp.care/HPINContactHPTwitter,https://twitter.com/intent/tweet?screen_name=HPIndia&text=[ASK YOUR QUESTION HERE]&hashtags= HPcpIN &related=HPIndia
,http://hp.care/HPAUContactHPTwitter,https://twitter.com/intent/tweet?screen_name=HP_Australia&text=[ASK YOUR QUESTION HERE]&hashtags= HPcpAUS&related=HP_Australia
,http://hp.care/HPNZContactHPTwitter,https://twitter.com/intent/tweet?screen_name=HP_newzealand&text=[ASK YOUR QUESTION HERE]&hashtags= HPcpNZ&related=HP_newzealand
,http://hp.care/JPNFBTabYTVideo,https://www.youtube.com/user/hpsupportjapan/
,http://hp.care/JPNFBTabTwitter,https://twitter.com/intent/tweet?screen_name=HPSupportJPN&text=[ASK YOUR QUESTION HERE]&hashtags=HPFBTabJPN&related=HPSupportJPN
,http://hp.care/JPNFBTabContactHP,http://www8.hp.com/jp/ja/contact-hp/support.html
,http://hp.care/JPNFBTabPSC,http://support.hp.com/jp-ja/document/c02623999
,http://hp.care/JPNFBTabPCSC,http://support.hp.com/jp-ja/document/c02099191
,http://hp.care/JPNFBTabPFinder,http://support.hp.com/jp-ja/products
,http://hp.care/JPNFBTabSWD,http://support.hp.com/jp-ja/drivers
,http://hp.care/JPNFBTabTechSupport,http://support.hp.com/jp-ja/
,http://hp.care/INFBTabHPStore,http://www.hpshopping.in/
,http://hp.care/INFBTabHPSA,http://www8.hp.com/in/en/campaigns/hpsupportassistant/hpsupport.html#.V_TrpI995D8
,http://hp.care/INFBTabSVCCTRCheck,http://www8.hp.com/in/en/support-drivers/contact-centers/commercial/south.html
,http://hp.care/INFBTabSWD,http://support.hp.com/in-en/drivers
,http://hp.care/SprocketContact,http://www.m.me/hpsupport?src=SprocketContact
,http://hp.care/NZFBTabRepairCheck,https://gncpgslbpro1.houston.hp.com/Cso_Status/CsoStatus.aspx?lc=en&cc=nz
,http://hp.care/NZFBTabHPStore,http://www8.hp.com/nz/en/contact-hp/how-to-buy.html
,http://hp.care/NZFBTabHPNearestStore,http://www8.hp.com/nz/en/store-finder/index.do
,http://hp.care/NZFBTabSWD,http://support.hp.com/nz-en/drivers
,http://hp.care/NZFBTabHPSA,http://www8.hp.com/nz/en/campaigns/hpsupportassistant/hpsupport.html?jumpid=in_r602_sg/en/pps/hpsa/contactpagetile/KV#.V_W_CPl97Ra
,http://hp.care/NZFBTabTechSupport,http://support.hp.com/nz-en/contact-hp
,http://hp.care/AUFBTabRepairCheck,https://gncpgslbpro1.houston.hp.com/Cso_Status/CsoStatus.aspx?lc=en&cc=au
,http://hp.care/AUFBTabHPNearestStore,http://www8.hp.com/au/en/store-finder/index.do
,http://hp.care/AUFBTabHPStore,http://h20386.www2.hp.com/AustraliaStore/
,http://hp.care/AUFBTabSWD,http://support.hp.com/au-en/drivers
,http://hp.care/AUFBTabHPSA,http://www8.hp.com/au/en/campaigns/hpsupportassistant/hpsupport.html?jumpid=in_r602_sg/en/pps/hpsa/contactpagetile/KV#.V_W-9fl97RZ
,http://hp.care/AUFBTabTechSupport,http://support.hp.com/au-en/contact-hp
,http://hp.care/KRFBTabNaverCafe,http://cafe.naver.com/hpprinting
,http://hp.care/KRFBTabContactHP,http://www8.hp.com/kr/ko/contact-hp/support.html
,http://hp.care/KRFBTabForum,http://www.hp.co.kr/forum
,http://hp.care/KRFBTabSVCCTRCheck,http://support.hp.com/kr-ko/document/c03652759
,http://hp.care/KRFBTabHPStore,http://h20386.www2.hp.com/KoreaStore/
,http://hp.care/KRFBTabPFinder,http://support.hp.com/kr-ko/products/
,http://hp.care/KRFBTabSWD,http://support.hp.com/kr-ko/drivers
,http://hp.care/KRFBTabTechSupport,http://support.hp.com/kr-ko/
,http://hp.care/TWFBTabWarrantyCheck,http://support.hp.com/tw-zh/checkwarranty/
,http://hp.care/TWFBTabSVCCTRCheck,http://support.hp.com/tw-zh/document/c01927557
,http://hp.care/TWFBTabPFinder,http://support.hp.com/tw-zh/products/
,http://hp.care/TWFBTabSWD,http://support.hp.com/tw-zh/drivers
,http://hp.care/TWFBTabTechSupport,http://support.hp.com/tw-zh/
,http://hp.care/TWFBTabYTVideo,https://www.youtube.com/user/hpsupporttaiwan
,http://hp.care/HKFBTabHPStore,http://www.hpdirect.com.hk/s/store/generic/zh_TW/itf/
,http://hp.care/HKFBTabWarrantyCheck,http://support.hp.com/hk-zh/checkwarranty/
,http://hp.care/HKFBTabHPSA,http://www8.hp.com/hk/en/campaigns/hpsupportassistant/hpsupport.html#.VK12uivF9pH
,http://hp.care/HKFBTabPFinder,http://support.hp.com/hk-zh/products/
,http://hp.care/HKFBTabSWD,http://support.hp.com/hk-zh/drivers
,http://hp.care/HKFBTabTechSupport,http://support.hp.com/hk-zh
,http://hp.care/SGFBTabFBMsger,https://www.messenger.com/t/HPSingapore/
,http://hp.care/INFBTabYTVideo,https://www.youtube.com/hpcomputingsupport
,http://hp.care/SGFBTabRepairCheck,https://gncpgslbpro1.houston.hp.com/Cso_Status/CsoStatus.aspx?lc=en&cc=sg
,http://hp.care/SGFBTabHPNearestStore,http://www8.hp.com/sg/en/store-finder/index.do
,http://hp.care/SGFBTabHPStore,http://h20386.www2.hp.com/SingaporeStore/
,http://hp.care/SGFBTabSWD,http://support.hp.com/sg-en/drivers
,http://hp.care/SGFBTabHPSA,http://www8.hp.com/sg/en/campaigns/hpsupportassistant/hpsupport.html?jumpid=in_r602_sg/en/pps/hpsa/contactpagetile/KV
,http://hp.care/SGFBTabTechSupport,http://support.hp.com/sg-en/
,http://hp.care/HPCPrintAdd,http://www.m.me/hpsupport?src=HPCSTAPLES
,http://hp.care/HPSATRFB,http://m.me/HPTurkiyeofficial?src=hpsatrfb
,http://hp.care/HPSARUFB,http://m.me/HPRussia?src=hpsarufb
,http://hp.care/FBARHPSAIN,http://www8.hp.com/us/en/campaigns/hpsupportassistant/hpsupport.html#.WFz9B1N96M-?src=IN
,http://hp.care/FBARHPSASG,http://www8.hp.com/us/en/campaigns/hpsupportassistant/hpsupport.html#.WFz9B1N96M-?src=SG
,http://hp.care/FBARHPSAAU,http://www8.hp.com/us/en/campaigns/hpsupportassistant/hpsupport.html#.WFz9B1N96M-?src=AU
,http://hp.care/FBARHPSANZ,http://www8.hp.com/us/en/campaigns/hpsupportassistant/hpsupport.html#.WFz9B1N96M-?src=NZ
,http://hp.care/HPSAILFB,http://m.me/HP.Israel?src=hpsailfb
,http://hp.care/alexa,http://www.m.me/hpsupport?src=alexaFB
,http://hp.care/Alexa,http://www.m.me/hpsupport?src=AlexaFB
,http://hp.care/WISE,https://support.hp.com/wise/home/ams-en
,http://hp.care/twittersoporte,https://twitter.com/messages/compose?recipient_id=171565174
,http://hp.care/facebooksuporte,http://www.m.me/HPSuporte
,http://hp.care/twittersuporte,https://twitter.com/messages/compose?recipient_id=745773908
,http://hp.care/HPSAESFB,http://www.m.me/tecnicohp?src=hpsaesfb
,http://hp.care/UEFI-Startup,http://support.hp.com/us-en/document/c03801890
,http://hp.care/Jornada420,http://www8.hp.com/us/en/hp-information/about-hp/history/innovation-gallery/039-product.html
,http://hp.care/HP95LX,http://www8.hp.com/us/en/hp-information/about-hp/history/innovation-gallery/025-product.html
,http://hp.care/EnglishForumBirthday,https://h30434.www3.hp.com/t5/Best-of-the-Community-Blog/Happy-8th-birthday-to-the-HP-Support-Forum/ba-p/5834298
,http://hp.care/2e6CFr,http://hp.dezide.com/ts/start-nr.jsp?guide=wirelessconnection.net&section=social&SFS=someEMEA&language=de
,http://hp.care/KoreanForumBirthday,http://h30491.www3.hp.com/t5/blogs/blogarticlepage/blog-id/Blog/article-id/293
,http://hp.care/HPGNDEFB,http://www.m.me/hpkundensupport?src=hpgndefb
,http://hp.care/HPSABR,http://www.m.me/HPSuporte?src=HPSABRFB
,http://hp.care/HPCSPTBR,http://www.m.me/HPSuporte?src=HPCSPTBR
,http://hp.care/HPSAMX,http://www.m.me/tecnicohp?src=hpsaMXfb
,http://hp.care/HPCSPTMX,http://www.m.me/tecnicohp?src=hpcsptMXfb
,https://bit.ly/HPDOCRUFB,http://m.me/HPRussia?src=hpdocrufb
,http://hp.care/HPDOCILFB,http://m.me/HP.Israel?src=hpdocilfb
,http://hp.care/HPDOCTRFB,http://m.me/HPTurkiyeofficial?src=hpdoctrfb
,http://hp.care/HPDOCUKTW,https://twitter.com/intent/tweet?screen_name=HPSupport&text=[ASK YOUR QUESTION HERE]&hashtags=HPDOCUK&related=HPSupport
,http://hp.care/HPDOCUKFB,http://www.m.me/hpsupport?src=hpdocukfb
,http://hp.care/HPDOCESTW,https://twitter.com/intent/tweet?screen_name=HPSupportesp&text=[ESCRIBE ACQUI TU PREGUNTA]&hashtags=HPDOCES&related=HPSupportESP
,http://hp.care/HPDOCESFB,http://www.m.me/tecnicohp?src=hpdocesfb
,http://hp.care/HPDOCFRTW,https://twitter.com/intent/tweet?screen_name=HPSupportFR&text=[POSEZ VOTRE QUESTION ICI]&hashtags=HPDOCFR&related=HPSupportFR
,http://hp.care/HPDOCFRFB,http://www.m.me/assistancehp?src=hpdocfrfb
,http://hp.care/HPDOCDEFB,http://www.m.me/hpkundensupport?src=hpdocdefb
,http://hp.care/HPSureSupply,https://h22203.www2.hp.com/suresupply/?src=YouTube
,http://hp.care/TwitterSupport,http://www.twitter.com/HPSupport?src=YouTube
,http://hp.care/FacebookSupport,http://www.facebook.com/HPSupport?src=YouTube
,http://hp.care/SupportForums,http://www.hp.com/SupportForum?src=YouTube
,http://hp.care/SureSupply,https://h22203.www2.hp.com/suresupply?src=YouTube
,http://hp.care/AIORFR,http://www.m.me/assistancehp?src:aior
,http://hp.care/AIORDE,http://www.m.me/hpkundensupport?src=aior
,http://hp.care/AIOR,http://www.m.me/hpsupport?src=AIOR
,http://hp.care/SprocketAP,http://www.m.me/hpsupport?src=Sprocketapp
,http://hp.care/SprocketLP,http://www.m.me/hpsupport?src=Sprocketlaunchpage
,http://hp.care/sprocket,https://h30434.www3.hp.com/t5/sprocket/bd-p/sprocket
,http://hp.care/DNAPe,https://youtube.com/howto4u?src=DNAPe
,http://hp.care/US,http://www.m.me/hpsupport?src=DNAP
,http://hp.care/HPExpertDay,http://h30434.www3.hp.com/t5/Community-News/Question-about-your-HP-product-Ask-away-it-s-HPExpertDay-on/td-p/5735776
,http://hp.care/HPKKT,http://support.hp.com/kr-ko/document/c02068647
,http://hp.care/HPSAFRFB,http://www.m.me/assistancehp?src=hpsafrfb
,http://hp.care/UEFI,http://www8.hp.com/us/en/campaigns/hpsupportassistant/pc-diags.html?jumpid=va_r602_us/en/any/pps/pl_ot_ob_ds_pd/HP_PC_Hardware_Diagnostics_cc/dt
,http://hp.care/HPKCSPTKK,http://support.hp.com/kr-ko/document/c03652759?src=csptkakao
,http://hp.care/HPJCSPTLINE,http://support.hp.com/jp-ja/document/c04895571?src=csptline
,http://hp.care/HPCCSPTWC,http://www8.hp.com/cn/zh/contact-hp/webchat-support.html?src=csptwechat
,http://hp.care/HPSAJTW,http://support.hp.com/jp-ja/document/c04895571?src=JHPSATW
,http://hp.care/HPSAJLINE,http://support.hp.com/jp-ja/document/c04895571?src=JHPSALINE
